"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","非公開","id","Twitterプロフィール","ツイート履歴"
"#でぃんぷるっ","羽月","真洋","はづき","まなみ","dimple_manami","羽月 真洋 7/30 横浜ブロンテワンマン","1265","3314","","","1383739394834587648","#でぃんぷるっ〖@dimple_manager〗アスターピンク担当 リーダー ピンク色担当だけどぶりっ子できません❕┊コンカフェ屋さん〖@esekai_maid〗┊ さぶあか〖@hmh_1205〗",""
"#でぃんぷるっ","春原","にな","はるばら","にな","dimple_nina","꒰ঌ 春原 にな໒꒱ @7/30 100人動員しないと一生衣装が一緒のワンマンライブ❕","725","2271","","","1461110081391833089","# でぃんぷるっ˚*.꒰ @dimple_manager ꒱.*˚ アイリスブルー担当💙໒꒱ ￤ ２００３年 ４月４日生まれ AB型 ￤ 黒髪ボブ ￤ もっとツイ廃！さぶ -› ꒰ @snhr_27 ꒱ ￤ シナモンとブルーハムハムすき૮ . ̫ . ა ￤",""
"#でぃんぷるっ","渚","花鈴","なぎさ","かりん","dimple_karinu","渚 花鈴 (かりーぬ) @7.30横浜ブロンテワンマンライブ","658","1335","","","1461110670758670336","꒰ঌ@dimple_manager໒꒱⌇らべんだー担当⌇18さい⌇さぶあか@karinudayo⌇金髪ボブになりましたっ(期間限定)",""
"#でぃんぷるっ","夕桔","みさき","ゆうき","みさき","dimple_misataso","夕桔 みさき (みさたそ) 🐤","671","879","","","1504468482565435399","#でぃんぷるっ 𓊆 プルチーノイエロー担当🐣 𓊇 2003/10/03 18歳 °ʚ🎀ɞ° 148cm ぴーぷるみんなの妹 TikTok毎日投稿中〖公式 @dimple_manager 〗7月30日横浜ブロンテ 単独公演",""
"#でぃんぷるっ","日向","かのん","ひなた","かのん","dimple_kanon","日向かのん@7月30日ワンマンライブ","892","1692","","","1507635021120937988","\ いっけなーい！遅刻！遅刻！ / #でぃんぷるっ @dimple_manager ジュエリアレッド担当❣️ 不可能を可能に変える16歳✨イコノイがすきで指原さんを尊敬してます。サブ垢 @kanon_teyan",""
"#ババババンビ","吉沢","朱音","よしざわ","あかね","akanekogurasi","吉沢朱音 #ババババンビ","79474","4922","","","1874737495","しゃふちゃんです。福岡出身、破天荒なマジシャン。🎩週3豚骨ラーメン、ポケモンカード。謎解き。作詞🦌可愛い女の子大好き @babababambi01 DM事務所管理",""
"#ババババンビ","小鳥遊","るい","たかなし","るい","pipipi_br","小鳥遊るい #ババババンビ🤍","78502","17468","","","1010535773538377728","@babababambi01 白色担当黒髪ツインテールアイドル🤍SHOWROOM毎日配信໒꒱ のんびり関西弁💤 うさぎと暮らしています૮ . ̫ . ა #るいとも ←みてるよ",""
"#ババババンビ","岸","みゆ","きし","みゆ","miyu_kishi0213","岸みゆ#ババババンビ(ヤンジャン、ヤングドラゴンエイジ掲載中)","153398","16686","","","1118437422902026240","@babababambi01 大きなリボンが本体！？145cm赤色ポニーテールの覇者❤️‍🔥🎀お問い合わせ https://t.co/stjqnjxFcp 📮💌〒160-0023 東京都新宿区西新宿6丁目12-7 ストーク新宿Bldg.2F 岸みゆ宛て",""
"#ババババンビ","","宇咲","","うさ","usa_usa0427","宇咲 #ババババンビ","112997","8591","","","1347158967571472384","「宇宙にまで華咲かせられるように...🌹」19歳/ 2003.04.27🎂 #ババババンビ@babababambi01 桃色担当/ #うさぎぐみ🐰💖 / paraviにて初の冠番組 #ヤバババンビ 配信中/ 8/14(日)Zepp Namba単独！【問い合わせhttps://t.co/uiIBjSqsAJ】",""
"#ババババンビ","池田","メルダ","いけだ","めるだ","meruda__ikeda","池田メルダ #ババババンビ","51678","14887","","","815911781864325122","こんにちわに🐊インドネシアと日本のハーフで #ババババンビ の緑色の人です！#メルファミ @babababambi01 お問い合わせ→ https://t.co/xKwmbJTf12 🎁は〒160-0023 東京都新宿区西新宿6丁目12-7ストーク新宿Bldg.2F 池田メルダ宛て",""
"#ババババンビ","水湊","みお","みなと","みお","minato__mio","水湊みお #ババババンビ","234870","10755","","","821365617794039809","集英社より1st写真集『みなとみないと』発売📘🫧 / 福岡県出身 / #ババババンビ @babababambi01 青色担当💙 / お問い合わせ→ https://t.co/tE9XSO5j1H / イベントスケジュール→ https://t.co/O9vB6J70kY 🦭",""
"#ババババンビ","近藤","沙瑛子","こんどう","さえこ","saekondo_inu","近藤沙瑛子🐾 #ババババンビ","63483","9679","","","859617237862428672","#ババババンビ (紫) 熊本県出身。犬が好きです。@babababambi01 お問い合わせ→https://t.co/Scr4WCEfJx 。🐶イベントスケジュール→ https://t.co/48HfCgN4ED 。",""
"#ピコリフ","成海","せな","なるみ","せな","sena_picorifu","成海 せな 【#ピコリフ】","543","272","","","1358009395653660674","@picorifu_OFC 白 眠い【TikTok】https://t.co/VpuJD38F2E",""
"#ピコリフ","高石","さあや","たかいし","さあや","saaya_takaishi","高石さあや👒#ピコリフ","370","710","","","1513464183173836811","ᐕ)ﾉ@picorifu_OFC 緑色担当👒 / ピコリフ1のロングヘアさあちゃん / サンリオ大好きな超絶甘党です🧁 / 2022.4.28 プレデビュー / 2022.7.24 1stワンマン🎠 TikTok→ https://t.co/4j1U8c0wF1",""
"#ピコリフ","佐々木","ひなの","ささき","ひなの","hinano_sasaki","佐々木ひなの🌻#ピコリフ","428","654","","","1516279297786671105","#ピコリフ/黄色担当🌻/ひなのん/4.28O-EASTプレデビュー/黄色のペンライト振ってくれてる方に爆レスします@picorifu_OFC/",""
"#ピコリフ","宮内","こころ","みやうち","こころ","kokoro_miyauchi","宮内こころ🐕🛐 #ピコリフ","378","749","","","1516279705925988354","7.24ワンマン❕🐕 @picorifu_OFC / 大阪府出身 /ゲームアニメ好きなインドアオタク👾",""
"#ピコリフ","春瀬","わかな","はるせ","わかな","wakana_haruse","🐰春瀬わかな#ピコリフ","411","565","","","1516280798168883205","˙˚ʚ@picorifu_OFC ピンク担当🐰🍑みつけてくれてありがとう☁️4/28Spotify O-EASTプレデビュー 7/24 1st ワンマン 青山RizM TikTok↪︎https://t.co/j4g8phWpTU",""
"#ピコリフ","柚月","みほ","ゆづき","みほ","miho_picorifu","柚月みほ🐻‍❄️🫧 #ピコリフ　7/24(日)1stワンマンライブ！","1099","3958","","","872395127485939712","7/24 1stワンマンライブ決定！🫧@picorifu_OFC🫧_____💎ブルー担当💎 _____噂の爆レスモンスターです🐻‍❄️青ペンラで爆レスします💨2022/4/28 Spotify O-EASTにてプレデビュー🫧",""
"#ピコリフ","戸田","ちさき","とだ","ちさき","chisaki_toda","戸田ちさき🚪❤【#ピコリフ】","3928","17571","","","898797859515936768","@picorifu_OFC 赤色担当┊︎トダリフを愛しています🫶┊︎群馬の奇跡┊︎黒髪ボブ丸顔┊︎7.21単独公演❣️7.24 1stワンマンライブ❣️",""
"#フラサービックル","白濱","せな","しらはま","せな","FLABI_SENA","白濱せな #フラサービックル","1979","1017","","","1418087548409110528","ʚ@FULABI_STAFFɞ 赤色担当❤️‍🔥黒髪高身長女子だよ！！TikTok🫡【https://t.co/4KatU3fsru】東名阪福ツアー始まってます！【福岡6/18 大阪6/26 名古屋7/23 東京8/7 福岡8/17 Zepp fukuoka !!】待ってます🤍🤍",""
"#フラサービックル","双葉","おと","ふたば","おと","FLABI_OTO","双葉おと#フラサービックル","2229","2112","","","1418088217761382401","@FULABI_STAFF 143せんちのかいじゅう🦖▷ https://t.co/8JbxQsx2sB 低身長童顔だけど一応20さいです!!",""
"#フラサービックル","美月","みこと","みつき","みこと","FLABI_MIKOTO","美月みこと #フラサービックル","1060","1827","","","1418089817645092867","",""
"#フラサービックル","宮崎","もこ","みやざき","もこ","FLABI_MOKO","宮崎もこ #フラサービックル","2297","2336","","","1418154177507725314","@FULABI_STAFF ふらびのまるまる癒し担当☁️☁️！ねむいじきいんです！",""
"#フラサービックル","逢坂","らん","あいさか","らん","FLABI_RAN","逢坂らん #フラサービックル","3247","3115","","","1418154733424975879","「@FULABI_STAFF」自称(?)スマイルピンク担当です🐥💓https://t.co/xfqnyKhty9 #あいさかわいい #動坂 最年長だけど可愛がられたいです·ࡇ· 東名阪福ツアーあります！6/18 福岡 6/26 大阪 7/23 名古屋 8/7 東京 8/17 福岡",""
"#フラサービックル","夏芽","らいむ","なつめ","らいむ","FLABI_RAIMU","夏芽 らいむ#フラサービックル","1412","1520","","","1418155150175182849","♡ @FULABI_STAFF 岡山県出身 みどり🟢🐱笑ったら目がなくなるヒトです  #むいちゃんといっしょ",""
"#フラサービックル","花園","まな","はなぞの","まな","FLABI_MANA","花園まな#フラサービックル","1157","978","","","1451064768135974917","✿ @FULABI_STAFF ✿ #フラサービックル 紫担当17歳🍇🌷みんなの太陽でいたい☀️  https://t.co/hYtFsU70U4皆フォローしてね❕",""
"#ワールドカオス","乙羽","ゆか","おとは","ゆか","yuk_0623","🍀乙羽ゆか🍀","227","206","","","1106977160609161216","乙羽ゆか（おとはゆか）です！身長145㌢ 小さくても頑張って生きてます🥺 💚アイドル→ #ワールドカオス @worldkhaos_2020 💚お店→@SeeKa_AIL💚インスタ→ https://t.co/w0ybOXGomk💚",""
"#ワールドカオス","瀬戸","佳凛","せと","かりん","World_karinrin","瀬戸佳凛💜 #ワールドカオス 7/24(日)生誕祭🐶❕コール可🐶❕","612","2015","","","1416969918159851523","#ワールドカオス( @worldkhaos_2020 )♡ むらさき♡ コンカフェ☕️@SeeKa_AIL もふもふのいぬとアイドルがすき🐶 【7/24(日)生誕祭💒渋谷キャメロット 🎤15:30~16:15📸16:15~18:00】【8/19(金)サンリオピューロランドでライブ！】#かりんちゃんとがんばる会",""
"#ワールドカオス","ツインテール","にこ","ついんてーる","にこ","World_nikoniko","にこ🧡#ワールドカオス新メンバー","157","297","","","1515109418517807104","ツインテールにこ 秋葉原アイドルカフェ リプ返はできるときに！ Instagram→https://t.co/AhLZuAlIvz",""
"#終末のメリーランド","宵野","知香","しょうの","ともか","tomoka_land","宵野 知香👼🏻❤️‍🔥#終メリ","1185","4811","","","4513809493","#終末のメリーランド@Mland_official 酒雑魚レッド👶🏻🔥（？）苗字はしょうのと読みます。たまに隠しきれない陰キャ感が溢れ出ます。相互→ @sho____no__2 🥟",""
"#終末のメリーランド","残夢","風花","ざんむ","ふうか","fuka_land","残夢 風花🐶💎 【#終メリ】","1416","12327","","","1111836005340856320","🧸ドールパフォーマー / 🎪@Mland_official ド〜リ〜ブル〜 / 🫖@plus_S_Fuka / 🧠イマーシブ,ホラーアクター / 🎨グラフィックデザイン･イラスト制作 / ✉ お仕事依頼はDMまで ┊︎♡ ┊ 🎬📖 ┊ディズニー┊動物┊︎レモンサワ",""
"#終末のメリーランド","神乃","かのえ","じんの","かのえ","kanoe_land","神乃 かのえ🧠🏩【#終メリ】","1098","9668","","","819432459896950785","#終末のメリーランド@Mland_official ピンク色の人。相互→(@mnp_k01) 魔法使いにも異能力者にも死神にもスタンド使いにもヒーローにも呪術師にもなれないから来世こそは乙女ゲームのヒロインがいいです。ここにもいます→(@Barchapter)",""
"#東京花魁物語","霜月","霞","しもつき","かすみ","KUMONOBi","霜月 霞@毎週水曜日無銭ライブ","709","1180","","","1135580501467525122","ゲームとアニメと音楽を愛しています🎮ラグドールになりたい🐱【@tost_info】#くも活",""
"#東京花魁物語","愛藍","花恋","あいら","かれん","aidoll0127","愛藍 花恋😈🐍","754","1720","","","1446818562971082754","あ、あいらかれんって読みます。藤の花(藤紫)担当愛すべきは愛藍花恋！！4／16デビュー@tost_infoフォローよろしくお願いします🤲DMみてるよ。リプ返はそれなりにする！SNS弱者、、、 #愛すべきは愛藍花恋 #東京花魁物語",""
"#東京花魁物語","椿","莉飴","つばき","りあ","riatanja","椿莉飴❤️‍🩹〔RiA Tsubaki〕","648","1248","","","1480077146177490945","オーストラリアと日本人のハーフです🇦🇺+🇯🇵オーストラリア生まれ育ち現在日本で活動するアイドル٩( ᐛ )و グループ: @tost_info @crazfantasy ❤️‍🩹オタクなので色んなジャンルのラブリツしてるw 元WACKちんのRiAです🍎DM❌リプ返基本してる❗️",""
"#東京花魁物語","山桜","桃","ゆすら","うめ","Skr_Ume_","🌸","576","271","","","1506171550361620483","〖 山桜桃 ユスラウメ 〗 @yUsrUme 歌⤵︎ ︎",""
"˙˚ʚ angelus ɞ˚˙","","まりん","","まりん","__marin_oO","まりん🎀","1354","8734","","","814941505","˙˚ʚ angelus ɞ˚˙(@angelus_1010)のかわいい担当👼🏻歌って踊れるオールラウンダー🩰￤ 内田彩 ￤ 26時のマスカレイド ￤ =LOVE ￤ kep1er ￤出演依頼はDMへ",""
"˙˚ʚ angelus ɞ˚˙","","まよ","","まよ","mayo_tororo","まよ","1744","5731","","","1715945767","ライブ活動撮影モデルﾐｽｶﾗｶｯﾌｪ出勤、撮影お仕事の依頼はDMお願いします Instagram⇒ https://t.co/RJw5X549lQ",""
"˙˚ʚ angelus ɞ˚˙","","るる姉%","","るるねえ","paaasentosan","るる姉%","2902","81302","","","933249219409862657","すき❯❯❯チーズケーキ、コーラ、生肉、高城れにちゃん💜 ライブ情報をまとめたりしてるhttps://t.co/mNmEKGjiEK通販サイトもたまにやってたり❯❯https://t.co/SCFjdIKYOgお仕事のお話はDMにてお願いします！ 担当カラーは紫です💜",""
