"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","Twitterプロフィール"
"innes","出雲","にっき","いずも","にっき","nikkichan_innes","出雲にっき","1270","2620","","自由律俳人をしている文芸するアイドルです ➰𓃹⠀ 🏠 ”ひだりききクラブ” @hidarikiki_club 🏠⠀⠀⠀🩰”innes” @InnesOfficial 🩰⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀💌”note” https://t.co/vYoWz5SxM1 💌⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀"
"innes","Nui","ヌニキ","ぬい","ぬにき","nuinuniki_innes","Nui/ヌニキ","757","4241","","低音ボイスの歌って絵を描く3次元の「ぬいぬにき」です。■2次元(絵・バーチャル)【 @inu2zi 】■アイドル【 @InnesOfficial 】■#ミスiD2022 エントリー中"
"innes","遊楽木","節子","ゆらぎ","せつこ","setsuko_innes","遊楽木節子","595","3548","","innes(@InnesOfficial)の短髪☀️#ミスiD2022 エントリーしてます！みんなみて！→ https://t.co/LIl92x9N01 #節子マブダチ部"
"innes","小野寺","詩依","おらでら","しい","she_innes","小野寺詩依","327","779","","innes（@InnesOfficial）"
"innes","","もえにゃん","","もえにゃん","wakakimoe","もえにゃん❤︎若木萌❤︎innes💫M.Y.bnp☠️","17570","21433","","💖超絶可愛清純清楚正統派アイドル永遠の17歳💖@mybnplove🐈‍⬛☠️@InnesOfficial🪐#ミスiD2020 キャッチコピー賞❤︎HR/HM❤︎グラビア❤︎コスプレ❤︎セーラームーン❤︎にゃんグッズ→https://t.co/RneCJkjFNB❤︎ご依頼→wakakimoe.info@gmail.com"
"innes","可愛","唯","かわい","ゆい","yui__innes","可愛　唯","510","1475","","唯ちゃん今日もかわゆいね〜！innes(@innesOfficial)とローストチェリーマーケット(@RC_market)のカワイユイです。ミスiD2021SF。アングラ育ち。チェリマケ通販🍒→https://t.co/8T5ocXGiJU?amp=1 お仕事→ hello@trash-up.com"
"INUWASI","","イヴ","","いヴ","EVE_INWS","イヴ ｰ INUWASI","1602","12","","11月28日 ツアーファイナル https://t.co/Ck4bP8FFGb"
"INUWASI","","がるむ","","がるむ","GARUMU_INWS","がるむ ｰ INUWASI","3875","860","","がるむ愛好生活 11／28ツアーファイナル下北沢シャングリラhttps://t.co/Gv74B3gAkp https://t.co/CMxXQUUgT3"
"INUWASI","はのん","まゆ","はのん","まゆ","HANON_INWS","はのんまゆ ｰ INUWASI","14540","4197","","11/28 ツアーファイナルhttps://t.co/wmOveKKAso @INUWASI_O 147㌢黒髪ボブのアイドル🐹♦️お仕事はこちらへ→ https://t.co/zYuY7RlESW いんすた https://t.co/OGMICLwdyo"
"INUWASI","","カリヲリ","","かりをり","KARIWORI_INWS","カリヲリ ｰ INUWASI","1865","687","","11／28（日）TOUR FINAL 下北沢シャングリラ TICKET ▷ https://t.co/16IF2dmElX"
"INUWASI","","ライカ","","らいか","RAIKA_INWS","ライカ ｰ INUWASI","2575","2352","","@INUWASI_O https://t.co/fin5cR9ijf 11/28(日)TOUR FINAL東京 下北沢シャングリラ🎫https://t.co/ZgneydXXDm"
"INUWASI","","すずめ","","すずめ","SUZUME_INWS","すずめ ｰ INUWASI","2083","2372","","(@INUWASI_O) ｢ 最 年 少 ｣ すずめちゃん！ 11/28(日)TOUR FINAL 下北沢シャングリラ🔥 🎟 https://t.co/uqIPXu8wuR"
"JamsCollection","豊田","あさ","とよだ","あさひ","asa_jams","豊田あさ　˗ˏˋ Jams Collection ˎˊ˗","12839","15218","","@JamsCollection 青担当🥣突然リプ返します"
"JamsCollection","坂東","遥","ばんどう","はるか","haruka_jams","坂東遥-JamsCollection-","58143","33755","","@JamsCollection ホワイト🐩🦴2022.3.20 2ndワンマンZepp Haneda💫みんなに見てほしい動画→https://t.co/aVlILaGq62"
"JamsCollection","保科","凜","ほしな","りん","HoshinaLin_jams","保科凜《Jams Collection》","3303","13654","","◈@JamsCollection◈エメラルドグリーン担当'成長型アイドル🌱 枠' ベレー帽が目印です！ 3/20 2nd ワンマンライブ in ZeppHaneda 毎朝夜SHOWROOM配信 #いとしなりん 後期はちゃんと課題やる"
"JamsCollection","神楽","胡音","かぐら","こと","koto_jams","神楽胡音 JamsCollection","3010","4691","","@JamsCollection 神楽胡音(かぐらこと)です ✿.*･ ・デコ出し卵顔で髪色ハイトーンの人です👱🏻‍♀️ 〔DMは事務所管理〕 #ことまるすいさん"
"JamsCollection","成瀬","みるあ","なるせ","みるあ","mirua_jams","成瀬みるあ𓊆JamsCollection𓊇","3312","5654","","𝟚𝟘𝟘𝟘.𝟘𝟡.𝟚𝟠 @JamsCollection ライトブルー💎 歌と音楽が大好きです。オフは学生してます。ボブ子です🧸#みるをみるしか  #みるのみるチェキ 私の名前とグループ名の入っているツイートはいいねできます 🥲 ♡ 3月20日2ndワンマンライブZepp haneda開催 🤍"
"JamsCollection","津代","美月","つしろ","みずき","mizuki_jams","津代美月 𓊆Jams Collection𓊇","35540","6131","","パープル担当 ☪️ つし㌠ https://t.co/inSwCVEhfo"
"JamsCollection","小波","もも","こなみ","もも","mocha_jams","小波もも ( JamsCollection )","3741","6543","","@JamsCollection ピンク色担当です 👶🏻🎀🌙"
"JamsCollection","一宮","彩夏","いちみや","さやか","sayaka_jams","一宮彩夏 JamsCollection","5087","5455","","@JamsCollection 山口県出身イエロー担当黒髪好きな食べ物は挽肉！セキセイインコ大好きみんなの自慢の推しメンになりたいϵ( 'Θ' )϶3/20ZeppHaneda showroom毎日配信23:00~#一宮彩夏好きなそ https://t.co/KTKoZx5CsD"
"JamsCollection","柚木","ひるね","ゆぎ","ひるね","yugi_jams","柚木ひるね 𓂂𓐍 JamsCollection 𓐍𓂂ZeppHanedaワンマン3/20","3544","3698","","@jamscollection おれんじ🐹🥕❕ 知れば知るほど ハマるらしい ...🌨ねことサウナ🐈♨️"
"JAPANARIZM","奥","愛梨","おく","あいり","Airi_JAPANARI","奥愛梨🐄💗JAPANARIZM","11432","30758","","JAPANARIZM ( @JAPANARIZM_info ) ぴんくちゃん🧸💕 おもちまんたこ(^｡^) 🍼Instagram▶︎mantacochan___ 🍼TikTok▶︎omochan_tok"
"JAPANARIZM","白瀬","あかり","しらせ","あかり","Akari_JAPANARI","白瀬あかり(JAPANARIZM)🍉🐻‍❄️","11861","9799","","JAPANARIZM赤色担当／12月21日に卒業します。いっぱいありがとう。 新しい白瀬あかりを宜しくお願いします／#akarist TikTok(あざとっか〜)→趣味エゴサ→ジャパナリスケジュールhttps://t.co/u9apjiPiCE 見てるからね👁ボブ"
"JAPANARIZM","並木","彩名","なみき","あやな","Ayana_JAPANARI","並木彩名👑🌞JAPANARIZM","3724","19490","","2022.1.23日💛なみきんぐ生誕祭開催！11/25〜生誕祭クラウドファンディングスタート！"
"JAPANARIZM","横井","ほなみ","よこい","ほなみ","Honami_JAPANARI","横井ほなみ💫💜JAPANARIZM","7829","3093","","ほーみー🐩JAPANARIZM新メンバー🐩 スケジュールはこちら→【@JAPANARIZM_info 】#横井ほなみ 静岡県浜松市出身 ホ"
"JAPANARIZM","小日向","夏実","こむかい","なつみ","Natsumi_JAPANA","小日向 夏実（JAPANARIZM）🐣🍼","2627","6239","","（@JAPANARIZM_info）❤︎白色たくさん振ってね❤︎白色さん #お値段以上なつみん #ぷらすよんせんち"
"Jewel☆Neige","青山","玲奈","あおやま","れいな","aoyamareina","青山玲奈 Jewel☆Neige","4926","9483","","🤍💙 @jewel_neige"
"Jewel☆Neige","倉田","かすみ","くらた","かすみ","kuratakasumi","倉田かすみ❄️Jewel☆Neige","5360","12912","","じゅえるねーじゅ　じゅえるまーれ( @Jewel_Neige ) ぴんく/B型/お笑いと激辛がすき🎀(https://t.co/1BX9zLgjdx)"
"Jewel☆Neige","白兎","めい","しらと","めい","MeiShirato","白兎めい🐇❄️Jewel☆Neige","2201","5775","","2020.4.10~ ねーじゅ @Jewel_Neige 高めツイン✖️とびきりスマイル ︴あきかるモデル  📷 #白兎を広めいちゃん ︴TIF2021メインステージありがとう"
"Jewel☆Neige","珠原","海愛","みはら","みお","mihara_mio","珠原海愛 (Jewel☆Neige❄️)","3584","3158","","アニメとどうぶつが大好きな みはらみお です🕊❄️.      #ミスアキバ2022⭐️@Jewel_Neige"
"Jewel☆Neige","中川","梨来","なかがわ","りら","nakagawarira","中川梨来❅Jewel☆Neige❅","7324","15371","","'じゅえる ねーじゅ' (@Jewel_Neige) いちばーんちっちゃいこ🍼   #りらぴよ放出大作戦 #りらぴよはやってみた #ねーじゅ1週間スケジュール"
"Jewel☆Neige","千葉","思佳","ちば","おもか","omochu_15","千葉 思佳 🐼 Jewel☆Neige","3300","1477","","( @jewel_neige ) おもちゅ｜2020.10.14加入｜インスタ☟"
"Jewel☆Neige","星野","千那","ほしの","ゆきな","Yukina0206neige","星野千那 (Jewel☆Neige)","2240","5172","","ショートの子💫 / 2020.04.10 加入 / 北海道出身 / ねーじゅのレスマシーン👀💓 公式 @Jewel_Neige"
"Jewel☆Neige","福村","優月","ふくむら","ゆづき","Yuzuki_Fukumura","福村優月❅*°Jewel☆Neige3週連続Zepp!!","4175","3091","","20ｻｲ | 京都出身 | 黒髪ロング | アニメ | @Jewel_Neige"
"Jewel☆Rouge","芹野","梓桜","せりの","あずさ","azusa_serino","芹野梓桜(Jewel☆Rouge候補生)","1073","4919","","4周年ライブ 12/12 🎟 https://t.co/x6OuEIb4qa"
"Jewel☆Rouge","榎本","佳純","えのもと","かすみ","Enomoto_Kasumi","榎本佳純🍄Jewel☆Rouge🍅","3030","5702","","#新潟産クリエイターアイドル えのぽん こと えのもとかすみ です🌾🦭💨"
"Jewel☆Rouge","花宮","ことり","はなみや","ことり","kotori_hanamiya","🐤花宮ことり🐣Jewel☆Rouge🐥","15791","4206","","あざとかわいいぶりっ子きょにゅうことりちゃんです🐤🐣🐥 @jewel_rouge 💄 @LapinTiara （らぱんてぃ）🐰👙"
"Jewel☆Rouge","咲舞","のどか","さくま","のどか","nodoka_sakuma","🎮咲舞のどか🐻🌻12/12るーじゅ4周年ライブ","3253","10020","","ポケモン 、アニメ 、【 ゲーム実況→三人称 】 🎮♡ しばらくポケモンで頭がいっぱいです。ご了承ください。#るーじゅ #今日ものどかだなぁ 💄@Jewel_Rouge"
"Jewel☆Rouge","三戸","りりか","みと","りりか","ririka_mito","三戸りりか(Jewel☆Rouge新メンバー候補生)","1990","913","","12/12しろちゃん卒業LIVEだけは絶対に来てほしいです⚪️焼きマシュマロの上で寝たい、ボートレースにハマって、る、🚤#みとちゃんず予想 @Jewel_Rouge @LapinTiara"
"Jewel☆Rouge","星野","白花","ほしの","しろか","shiroka46","星野白花⚪️ Jewel☆Rouge","7335","16108","","12/12に引退するしろちゃん⚪️ @Jewel_Rouge（ #るーじゅ） 公式サイトhttps://t.co/KF07Eu0Z6c 💄 @LapinTiara ( #らぱんてぃ) 🐰👑 毎週月曜日22:00〜SHOWROOM配信"
"JOY VAN CREW","木嶋","仁美","きじま","ひとみ","jvc_hitomi","木嶋仁美【JOYVANCREW】12/23 5th ワンマン@梅田クラブクアトロ","1527","5375","","JOY VAN CREW 2期生 の木嶋仁美(きじまひとみ)です！！邦ロック🎸猫、模写、お菓子作り、ジャンプが大好きなアイドルです❣️※誤字脱字多め！"
"JOY VAN CREW","木葉","みず希","このは","みずき","jvc_mizuki","木葉みず希（JOYVANCREW）12/23 5thワンマン@梅田クラブクアトロ","1906","1707","","このはみずき(みーき)🦕⋆͛ / アイドル / ジョイバン / 大阪 / インスタhttps://t.co/SV8p5tUN5X"
"JOY VAN CREW","紅葉","のあ","べには","のあ","jvc_noa","紅葉のあ (JOY VAN CREW) 12/23 5thワンマン@梅田クラブクアトロ","2062","3956","","べには とよみます。#踊ってみた #歌ってみた #TikTok #youtube #ゲームしたい🍓🧸👾🧸🍓ツイキャスhttps://t.co/b6X9LcdUT2❤💚"
"JOY VAN CREW","麻倉","れいか","あさくら","れいか","jvc_reika","麻倉れいか【JOYVANCREW】12/23 5thワンマン@梅田クラブクアトロ","2643","6669","","#ジョイバンTV #麻チャンネル デカ目よく泣きよく爆笑する汗っ子リーダー！石川県育ちの関西人！YouTube等動画編集、衣装＆グッズデザイン、MVディレクション etc... #TikTok:jvc_reika 【@JOYVANCREW2017】"
"JOY VAN CREW","妙亘","由衣","みょうせん","ゆい","jvc_yui","妙亘由衣(JOYVANCREW) 12/23 5thワンマン@梅田クラブクアトロ","1979","2990","","ジョイバン∥みょうせんゆい∥ポニテ∥よく笑います"
